Image with Poisson Noise,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
156.0248126,147.907761,151.8457088,151.4052235,136.6299335,200.877518,214.1438682
47.33226075,90.58099388,107.4561119,133.3390501,77.51178476,76.70601332,198.0908045
142.0954606,134.6846883,153.5245799,171.1780692,137.2812189,184.3032468,275.847302
53.75262128,69.8089474,100.3084071,161.6171725,72.20625255,110.397861,156.964435
35.03910209,61.59181518,88.31276811,133.8475458,64.68767867,85.27193069,111.498669
58.0919942,70.54780089,99.57516118,156.7681083,79.82821483,107.0908948,149.6348575
125.1425259,143.6453189,149.6538502,184.5822015,146.5076174,218.0185326,216.2110117
84.10966614,85.15892843,106.4483922,123.6195152,116.7133053,233.4614807,100.3608106
138.2364157,135.6302491,142.8234199,175.6821577,135.3543155,176.6946632,138.4443825
86.00636299,98.2485169,115.047924,155.1208087,118.6106044,145.7709821,136.431386
168.8616843,171.6631921,147.9822321,188.1421085,129.7943315,189.1730712,199.8459067
81.27607638,97.18562633,125.0289377,159.9089625,112.958209,147.1717091,132.3293571
155.675661,145.511571,149.7660639,176.0221093,147.1786555,172.6993873,123.6033829
95.17727849,96.45773126,111.5714022,138.365413,105.3624151,137.2572647,122.9509016
76.97743333,87.21198278,118.3905566,155.80534,105.174364,156.5495468,122.2696792
84.68546963,116.7750099,138.41496,189.9545193,112.3318754,170.7419373,186.6572787
90.3062,93.39500537,121.092817,150.8991995,99.08721815,126.2592152,229.4652948
90.59351072,75.77772602,102.6000497,127.8654455,102.5490895,108.7537058,164.3395745
167.1548212,168.1657531,156.4121752,199.8176541,132.5096994,204.6269952,173.5623701
76.61792005,80.58862257,114.537224,162.1269656,98.5918901,132.8687207,114.3761804
114.8855717,118.3258954,132.6811253,171.3477696,119.871635,168.0459552,120.4308498
162.1861533,160.422142,175.0631136,201.498459,155.4558158,239.8909409,231.9927061
82.26881138,97.40403528,125.0729374,161.1971886,109.6043557,145.1206093,213.4364207
73.27421258,83.95511216,117.2861017,110.1106976,113.3844815,152.3102095,166.3994311
84.91712073,147.9184282,163.2542406,213.4989842,125.6820053,147.9717,227.788354
83.70804923,87.32473458,111.8092105,149.5006068,104.0743244,135.6012366,83.07365042
178.1509604,168.0736475,180.5206106,207.2661262,152.4818726,217.9998819,194.0117909
148.1625062,138.0729992,176.4181142,182.6267264,157.3568842,218.6008456,237.8735153
112.0038251,142.2776717,164.3697242,208.0663328,133.3451533,177.5517222,187.2636334
107.182849,123.6894007,140.7815042,212.3937706,104.9999036,159.8160264,192.8582412
42.30948757,70.43927889,106.3638774,139.6310965,86.04690579,107.8951252,100.1305444
172.6527736,161.363985,161.0233448,200.034498,147.0762034,210.8854807,193.4169072
136.8612775,154.3921831,172.7350729,227.0865314,144.9441985,213.0768007,230.8048344
204.6675222,186.9952864,202.0575265,260.7889831,182.8531822,255.1892496,217.8675372
65.3700608,74.16420167,97.99847271,139.5121055,92.32424221,116.915637,77.9265182
173.8696986,163.6785569,164.613801,220.0248122,133.054738,186.9796008,155.6727734
188.0774949,176.6768844,168.2772425,206.8152801,156.710306,225.0102846,226.0880867
84.94195897,86.29889813,108.0946554,156.3823914,89.13197684,176.8920171,189.3710148
134.4340989,130.9894798,141.0752714,166.6363793,130.6972852,167.1592488,228.3720015
135.8937205,151.648226,162.1333336,202.9080309,139.7941516,203.2902504,192.0939539
129.6168219,122.8269198,148.0809471,137.8735744,137.3137921,186.0059222,203.1445596
47.64872936,103.1602445,133.7932918,190.993224,74.0288346,122.712512,205.8854166
133.192274,125.9116439,144.0140225,167.7122611,124.4422198,184.9254151,136.2030612
173.3895898,147.1216281,153.1148505,199.1349954,153.8974873,190.0692188,301.1937109
129.9810737,129.7559236,139.7621982,130.9618031,130.1114843,155.5622408,295.2123526
74.76002971,104.0706898,115.336026,129.0883214,117.337667,151.6136477,137.870737
172.1938038,144.2049986,159.0856405,217.6041541,139.9588032,182.5615428,224.6825968
52.9695957,119.1241501,143.6364643,187.6645139,87.42892096,96.56428325,272.9128517
142.5155012,142.4435432,149.3536153,174.941539,134.8880356,203.2269893,182.5169611
182.3070541,166.6029407,183.7805049,198.490442,154.0475104,244.9998018,226.8668296
72.94113026,102.9599499,125.4872487,176.231114,99.58117209,129.9551593,141.2843885
77.25264863,114.8423412,132.8050668,180.3668063,106.376025,148.2404419,194.5404753
72.57950701,102.6396687,131.3571582,164.4103685,114.4567417,148.2255197,144.5445837
62.91573035,86.31875207,113.0601891,114.5830104,90.70836546,182.7292052,288.0958497
72.31178822,78.62575024,102.4378704,111.168274,90.85976233,129.95475,143.8892439
107.8061537,104.1589776,84.4916961,119.3010326,105.4299632,124.1900917,388.2692979
103.6306906,116.6581558,134.9532755,159.0214549,125.3530234,164.1705416,130.8625391
99.22700302,128.8321796,153.7442885,188.5302966,129.8832424,172.1488529,174.4715934
192.2248215,182.041047,185.5775992,205.8413775,150.6129541,229.9184063,215.9872299
73.73080023,96.30439891,149.65902,205.0101148,92.69790739,152.3459236,187.8760685
169.9163177,162.8054899,167.9345811,188.5702147,149.9188004,233.2011772,205.6394264
71.66447285,98.12801575,100.2630029,129.6264844,107.6008009,99.7788813,317.3054784
133.1558089,139.9907076,124.0475956,162.7560185,109.7323212,145.150584,252.9594284
114.3176249,120.7751196,142.4445047,175.2000734,122.0665623,176.4087869,142.7979777
179.1281064,176.354486,179.7681954,193.6711627,155.5052597,242.4819599,201.6584059
109.6416839,112.5459325,121.5836506,157.4081163,116.2077708,164.421007,128.012875
110.7074282,103.6631631,105.6411549,103.3555178,124.8823919,126.9468693,164.5081988
202.7398034,205.03422,191.4078085,201.5891188,158.5130009,242.4391945,252.0456892
110.4443967,112.2041218,132.0162526,149.0533622,119.7296366,176.4085765,167.1561355
98.77058225,101.5337559,112.6325082,167.3487164,93.30528239,134.7918277,107.6594884
124.644624,124.3249226,130.5141925,158.6634759,121.5015319,171.0660287,129.421277
194.9570951,177.7405702,195.3688888,231.89988,162.7248986,237.2544814,227.6588142
110.0954055,103.8517125,118.4254632,153.9707225,108.4484179,167.9115647,141.198009
172.1593031,162.7229416,158.1256816,186.9099251,124.4837207,200.7450494,234.5034598
63.20359058,113.7092504,136.3927476,168.8731491,114.8738518,231.9500194,237.5144565
131.7521919,129.9561863,134.0458215,166.4673523,121.0123738,184.21906,170.1252037
142.0766883,157.5886436,177.7888781,220.2983552,155.619238,228.6408308,222.5112941
137.0162375,131.5722114,147.6467523,181.3315284,138.4346031,184.2347077,257.5901359
136.6003961,127.6373885,132.9777801,185.8848847,106.2589558,140.0319199,133.9579776
56.95866575,123.4654547,104.0927085,135.0421115,92.19915298,76.86668287,423.3860386
136.8139256,160.2448672,189.5814557,239.7422693,167.4976682,218.0689693,218.0467153
153.8015554,142.8431281,156.0101787,145.6628996,141.1931635,194.0231105,239.5873195
69.23502844,97.69187226,123.2243117,161.8899657,109.3061716,119.4905673,202.4033097
100.7206877,116.4585609,143.7110651,166.6674849,126.5350287,184.3664889,151.2090254
119.5478445,101.4394212,115.6452127,146.9361016,108.405503,126.133677,127.4883789
185.3983312,191.5750797,177.9211547,220.7305203,151.3450647,232.5778821,198.1543499
174.417475,170.5803712,165.998293,207.7903607,158.9378514,238.1449559,161.7607897
164.7995932,176.6400499,164.3814995,190.89247,157.0286188,244.5499995,196.5477927
109.3245393,108.5723251,130.806986,155.4569619,118.1161938,178.2389008,218.3809207
106.2224299,98.6504119,90.70356341,120.8145015,102.2477851,119.4957234,383.8370176
86.26411875,92.22257858,109.4533606,132.97821,97.79899974,182.1298708,273.9449535
220.0374329,196.753162,198.1333461,236.6736508,166.9654013,246.1522429,212.587548
141.0149742,138.116514,140.483113,181.1020993,125.3538882,143.5234031,189.1433836
169.0833575,162.2497665,167.2686871,205.0134936,150.3585981,212.4448907,163.1500565
125.8581862,121.6560942,144.3168897,128.9394172,135.9185474,168.3644697,262.8263933
146.9908196,150.2015903,162.1714675,171.5528733,144.4281034,215.0698868,235.4755587
93.51268443,108.8971449,123.6006718,173.2421096,116.3934314,166.5363476,143.295039
203.2920215,190.3233085,195.2232866,218.3067565,174.5809822,251.4985603,208.4308052
135.0340047,124.8920234,145.0242776,164.957844,109.8597935,183.2608577,188.2013154
76.5798968,86.70583453,126.0560588,147.0777161,103.2866518,133.5446477,138.6194893
159.6786705,151.5333815,152.5988268,186.8408984,132.5652495,197.9200831,161.2292471
119.3172746,130.9089279,149.3512328,217.9855558,124.5858612,199.9622391,183.2937466
111.700512,123.4754431,141.6067198,175.0629924,120.3133859,174.4471268,131.3023573
99.39388915,118.9237983,139.0891441,193.6930525,114.0601973,137.6083865,170.8016103
74.69672288,94.22942928,114.3813462,159.9156002,91.86276135,133.6011061,192.5616028
154.5798503,153.9045149,154.6820798,192.2703182,130.6201352,179.6952623,181.3219986
125.8378471,128.68251,140.5583457,191.1963813,118.1555474,186.6682325,143.6530109
170.3171216,160.9688897,164.3397675,195.2032515,136.0516588,206.665811,197.137637
154.3516636,152.119959,152.5321098,202.3971474,136.9891254,200.8265355,157.3187645
136.9081098,139.2605808,161.1476534,196.9242264,134.761711,199.5576274,197.6045803
111.1536655,117.9285921,134.7663243,163.622064,131.2788077,189.7856789,158.3973927
163.5932294,156.6897353,163.3428942,176.3020008,138.8105499,188.7701254,170.357256
158.9967158,158.014162,164.6756717,208.4906215,146.8279504,207.2069676,172.5433261
74.17096277,78.28885463,104.4129174,140.3908448,93.92881871,140.2562939,107.2807466
121.7911651,125.3821939,138.1565142,159.2563242,126.4730105,164.5281283,357.9465139
83.50327861,95.468187,124.0135348,157.3262764,106.5043037,165.1835569,129.6399272
128.5085501,142.0411347,153.5337396,190.6658763,146.4159715,208.5156784,167.3008146
77.89262138,87.3582398,110.0802731,152.9665354,96.83687091,132.6667842,113.7873847
55.57770682,99.03745818,115.2610753,119.7399596,80.60936455,150.7736156,284.0642433
140.8771688,139.033201,136.5171415,168.8566771,121.5892965,161.8513005,135.5460856
79.56062616,118.6045351,137.1079437,175.6119382,113.2972561,172.8067302,147.2416114
91.72640589,120.7280219,135.0794302,186.4345878,121.5958371,153.2226471,145.2186079
142.8227063,151.1659616,153.1984541,200.4248914,143.9527971,204.505381,156.8985809
67.06574688,107.3948126,129.0261607,187.0713797,93.12615565,143.2318312,246.3816887
136.2249684,138.5972073,150.8970837,179.7962106,125.9505209,174.1940543,155.4572256
39.42332747,92.18425312,105.0497442,168.3363342,60.87634246,121.6895202,283.6256929
105.6439522,108.056483,122.3581019,168.9751325,117.6769131,135.4240819,107.418107
60.62701176,72.40672135,105.8543522,161.1111291,76.63135367,255.191842,205.2646578
108.5411779,114.0307721,129.4951014,176.1849734,106.6181581,151.656002,112.7063885
59.94085005,83.76672886,112.3798695,179.3701641,90.41380168,176.614926,222.9228661
98.80188406,108.3614915,108.7588719,158.5374555,103.1305161,149.1513405,160.8030896
173.0404685,162.647428,178.8998919,208.7643851,163.1529733,219.0182998,224.4594681
77.15021073,61.78199513,101.5200212,118.8810059,103.7619049,317.3118003,125.802506
184.0358508,179.1020963,184.5074482,217.523688,168.080771,250.2700835,214.6079162
62.74236292,81.18796683,99.93395315,162.0205293,81.27678332,166.2825021,138.6279978
82.84922891,89.52816825,134.0505857,178.5418591,100.0418921,140.8914434,111.7760798
127.4530168,125.6236488,139.5895601,161.5827735,122.6387634,188.4493483,235.8571444
145.084334,145.9142062,131.9776846,157.5731391,120.0896142,151.9058384,144.3258554
158.0816936,169.6325073,138.3533554,168.4671061,112.2890044,145.0980328,193.9472382
131.5616446,118.7333759,125.4873489,138.4907444,115.0707186,169.1050195,133.0360285
182.1586751,173.116032,190.4791212,198.1697419,171.8176999,234.6428677,232.6834591
140.3299951,132.4686898,140.8136016,191.9553351,116.775387,172.9209251,126.2616549
138.5595765,145.4674718,153.6679842,211.2034541,140.9776824,201.0536543,157.9044448
85.36288804,72.71549334,58.34602236,76.8862254,90.79699698,88.09622444,281.3938681
101.169017,120.449344,127.9437154,179.3718469,114.9657003,150.2946625,151.6975726
81.53454018,88.48895828,115.6899888,127.1744407,115.4118908,168.8615978,152.8109282
106.4258569,110.611,126.9173458,162.0694567,106.5398676,169.5681954,134.5110473
115.7901314,118.9104958,123.7496919,173.0407973,118.0170447,163.6534035,127.9133273
146.5358034,145.5217082,153.4367288,195.1280508,134.8321244,223.277948,223.0695052
91.33878599,111.4748142,125.3810268,141.9500098,114.0157086,121.7663531,275.9973824
68.47848551,85.37824265,121.4995466,155.1958344,100.6909707,160.9855225,119.0882713
127.068631,126.2979631,121.8300521,156.1861472,112.035831,143.8512095,138.4438802
154.0693098,156.4839078,173.0504026,212.5812467,159.2162463,215.0014251,180.7367575
175.3325431,176.5414675,165.4519162,216.3796452,135.4564011,188.3557069,147.6181613
134.8123618,148.0440036,155.9701253,191.6250458,143.3651221,215.1908178,177.0332069
81.1283638,115.9887035,134.9136813,155.8915786,124.0275077,170.9284643,150.9151431
153.2136179,140.8017309,156.2194773,172.2948813,138.0139347,213.6154312,169.9627531
159.5878441,138.5568862,151.4576236,181.152423,128.0812733,169.2557151,215.6338627
100.10105,138.9074169,166.215676,183.4345983,139.3726047,174.0252359,190.0331115
96.55490127,127.6734225,160.119193,210.999076,130.9033156,171.5440235,193.9895149
122.5144165,129.8995764,154.5658277,194.0331328,136.0643856,173.4808658,195.7786952
182.820659,175.5180279,189.7850525,221.5309066,167.3923508,242.236829,219.9343056
145.8359555,147.0042118,169.00607,232.1904756,145.597727,204.2270359,196.2220932
72.03261247,91.6436987,128.1101649,189.0357913,99.44770144,136.115572,148.8266641
102.6276408,109.6566743,126.2649812,180.2457095,113.981007,157.1352901,136.467969
130.1016344,123.4133764,128.8827378,156.4777842,121.0518861,161.5524495,146.251888
144.6263465,136.0166151,133.770136,147.5535107,135.2132189,159.3457727,353.4545267
113.6532908,122.6444776,131.1829822,184.5439535,119.6785199,190.4538643,217.9383383
145.1043208,149.825815,142.0051723,185.3166321,129.4178696,176.1386994,187.52117
96.04433748,91.92090699,71.15593933,102.189988,101.1192129,101.0026482,235.7040064
85.66494161,101.639543,107.7936966,148.7667723,107.9139289,128.3414823,263.8731836
78.84257753,114.9963177,150.9480198,163.690578,110.654572,140.3625962,214.5466456
155.8690271,149.3272842,168.7047286,187.6853549,144.1552519,210.0394437,186.194043
167.8976796,174.5988197,167.6733979,207.1746211,158.0897447,243.4775764,268.231453
128.1801701,121.9371183,139.4524203,195.9009334,131.1943182,182.7159683,132.3371941
150.9826673,152.8505914,137.8781411,171.0902374,121.5285109,171.0764048,160.8111808
70.94489012,88.8489582,110.9807857,146.5614802,100.0537351,134.1382042,200.2731194
122.5705578,123.5887102,141.961794,151.6209857,127.7036639,171.5582308,175.3194278
125.2709093,144.5965356,148.3631596,205.8536309,118.1552641,183.5415922,138.0242709
113.7224357,133.3110403,154.7044649,191.7717958,135.5544004,172.5555071,145.899456
95.29279226,101.3856711,125.0143119,177.3608722,102.7971277,154.9411867,165.4519021
155.3050462,153.2807298,163.7338242,223.3993362,131.2369589,191.7322197,144.3631455
147.8861726,155.8191332,151.7835811,181.3804453,133.9762192,195.5490405,154.4318721
55.47421692,85.27761881,91.72822776,78.05535556,116.3769233,122.0458039,144.4432958
150.9165207,152.4748367,164.6916384,192.2241635,152.2354658,227.8385958,205.599584
118.3461959,119.6061353,140.3970964,176.5284052,112.0963796,176.2260119,192.3264498
37.12028521,78.71452174,99.25301822,127.1066816,73.32915982,66.8593902,141.9377562
109.0065421,131.3225474,131.4033776,186.399829,114.9965635,175.1630427,136.0103739
45.1346722,73.5417974,112.6402365,136.9043376,82.96108557,99.24468616,123.3893641
76.77624248,105.8495434,126.6000002,194.8874333,94.55787723,149.5850549,166.3198653
137.4959986,140.7548268,151.5527217,180.4196329,139.869007,204.5022025,177.3366778
135.7202773,134.2294835,157.3218686,179.3657774,131.6211183,180.1184463,221.2777527
80.67531276,99.71924654,130.1487853,173.7926656,114.644754,151.5345122,163.2031888
123.0488987,142.5977153,125.1989342,155.9694379,135.5024493,153.8435511,349.6616399
53.23457653,96.11173089,129.4670665,181.8019982,78.59212177,123.4208242,215.2802276
134.6405097,130.9003291,117.8777222,140.9196018,109.7634374,87.43133074,160.0214979
44.309054,73.25664151,108.8165786,144.7529715,74.6945715,84.45071369,153.5418128
101.8000555,99.90802341,110.2994074,153.1517296,96.23101333,114.7741201,110.8513129
125.2438468,115.9651125,115.8465218,169.8148117,112.2557769,129.2073176,148.6797665
143.9654826,135.264069,146.2478964,160.5016262,137.6311017,193.4979114,145.148968
176.3471012,180.0401776,182.1248286,235.8111519,142.8250455,216.4077274,191.4085857
84.33652642,92.09171746,127.0402925,181.2371471,100.5299017,122.6628271,235.4251446
48.34649434,81.46760652,102.2715331,135.3279814,71.88854393,94.42815173,110.600811
112.7151873,119.5844708,124.5984136,173.4080054,124.2789079,128.8388836,135.4586939
63.67578609,98.31559653,65.89352845,100.0217793,89.26228569,81.82624114,437.2711751
103.2667663,104.3632235,93.76063277,113.3865228,106.0938042,124.5804261,353.3782638
69.58132931,95.44781948,114.0219676,170.0116884,107.6227686,144.8608925,122.1874162
121.6700851,106.7994552,115.5424762,150.1009201,112.0949403,120.6411265,286.1586111
69.10313573,81.59166414,104.6339179,164.0340191,81.46440905,135.702233,205.0496569
68.65780965,81.03730449,101.6576733,140.5650536,104.0888481,130.5996283,98.18138748
132.3977579,151.0428218,158.2281308,215.8045196,146.2123126,208.3708368,184.2708684
158.4199908,149.8592208,161.9221938,194.7187202,144.2654188,209.5773137,156.3426583
79.59516403,104.8437843,138.8746018,176.2797282,122.4686388,141.7741718,196.8755642
91.74795327,89.28181277,114.1872066,159.0353542,112.5913938,123.8632909,171.3938439
176.6635614,172.7990089,178.154191,206.5376762,151.2520456,221.2795717,176.5238235
142.38798,145.4944027,143.833597,203.0063049,124.7866051,207.8487839,213.580739
147.7727757,137.1324187,145.6776697,158.4715677,144.3197054,186.9164348,251.211827
146.0234526,141.2992568,158.4458503,196.7343839,155.0822799,190.561259,241.1523182
49.52815299,105.1350128,142.2349747,185.4944904,101.975727,108.5806153,207.5343491
107.4388939,104.1560728,114.373786,142.5177329,113.8424287,170.1442349,150.7036584
138.9527699,148.0051784,149.7492317,194.7944099,130.7081192,189.0656844,166.1113439
130.0755835,133.1982199,143.9406218,187.6034162,123.3289889,188.0436594,161.1454624
71.60356937,81.0122257,98.26666736,136.1132139,98.78092671,111.8458568,94.07751115
62.2396886,113.6377957,134.9359089,133.574127,85.03666336,132.6414309,313.417477
124.5021369,132.7916797,137.6855388,201.5657366,114.3975948,154.926043,134.5096066
110.9355064,128.9209179,147.9972523,170.9418873,142.4272767,172.7671893,144.4629831
119.8183225,120.5422197,150.4811671,128.1146557,142.2406481,195.3383586,216.6745718
169.4240504,168.3449056,185.7544724,226.300017,166.7331186,231.8793408,199.3306476
91.86455756,96.56542609,111.5516348,140.6499002,109.8874681,151.5891572,132.9013844
110.6871029,117.2631998,144.1378793,217.7364568,108.9006301,165.5770167,160.9469676
39.36743026,68.38403072,109.2978115,117.5370596,75.37212966,129.2512464,204.1383995
137.3252352,133.2847666,147.0108415,176.9026074,124.3334063,183.3193309,208.4566441
