Image with Poisson Noise,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
136.7876098,138.1126087,153.3443698,174.8418592,142.6636944,186.7834919,242.1890329
77.59204291,88.25069698,103.1435671,138.6077847,100.5713307,117.6447526,110.4286836
94.55233952,104.2356444,126.7407513,190.1797945,106.3744585,135.6171563,136.9599736
159.3109851,147.607192,155.3018619,168.482797,144.4834798,195.931142,242.6196452
148.7976906,149.3823226,177.0968167,236.9888826,142.6025404,201.7420192,272.3248929
212.7851426,201.122093,200.2111034,253.6170395,181.2666417,269.4899593,193.761596
165.6894941,173.9559104,201.3895202,256.0444241,179.1860957,244.0257172,224.3438197
77.02398306,117.8697106,126.9766186,126.4750859,105.1399695,114.1048119,332.0747798
94.38019764,95.08978123,122.9741871,144.897756,120.6261474,164.7709135,146.0299899
121.9038096,125.0651574,144.3864753,177.9178656,121.1410639,168.5858952,189.5034502
102.1184785,116.0730781,148.6973229,190.3896391,111.7691136,163.0165266,157.1119915
85.18218863,99.21622034,123.3193403,185.5388116,106.2897429,142.5860687,127.0183742
124.1990923,121.6091526,123.532792,161.8483858,136.4733098,137.1399431,293.69992
144.7114354,133.6335216,154.279272,204.7924076,130.5887838,176.7744665,228.7137502
120.1194692,121.8230074,134.8684035,180.8917856,114.8936151,182.4093065,146.3725412
126.0758329,112.6189051,132.3740637,136.0462846,117.776903,164.1463884,209.9819336
209.9499566,199.1876435,198.1926575,210.4802108,165.6415428,253.4728265,220.8317739
124.2481261,117.5221815,122.4203029,158.9794215,111.8268877,147.7734671,182.1805028
127.7166932,138.9762592,144.6264388,182.9484112,135.8213753,204.1148559,186.6876207
87.02179237,86.79142121,111.9894826,137.3184381,104.4285194,148.5647382,130.3614726
90.9829318,99.71424009,113.2390486,151.2571151,112.0924673,125.162411,160.3542998
78.96782811,99.31659929,124.9211709,164.8661388,110.6482461,160.9243326,172.7333115
152.2471329,150.5756724,167.5945021,177.1518983,148.3154731,226.0939263,234.18592
84.93034031,66.74782892,106.7910648,115.6270637,105.1182362,83.7842978,248.8522072
185.2964907,175.6105927,175.0078836,188.8381744,149.0956611,226.8630214,190.2346773
76.65567618,80.09466104,87.24610568,116.9990956,100.8356772,94.21663502,163.1002965
168.4066573,146.8028385,164.0358115,205.5341526,144.7661415,194.8776021,224.5610978
134.9463629,147.9749886,156.6229422,202.6843662,147.9433782,205.7314829,173.2750229
161.4711326,147.4773685,179.037383,212.1957932,154.5382325,234.5356106,202.3014443
118.2077474,127.2489073,137.496965,178.6861739,121.4938965,169.8265898,151.2634172
98.14569142,102.4086945,109.6938147,149.4799098,113.8789712,129.939191,222.2069361
78.90463063,103.7399636,120.8482414,165.9891821,105.0172836,207.0795716,246.6024021
90.67753355,106.4426182,129.1479278,178.3734495,117.8711549,149.2334764,124.7805605
119.479612,132.725844,155.5203056,199.9959248,135.8990015,199.1350187,173.4054307
140.420475,146.2698106,165.9896713,214.3321726,138.972818,214.5437943,207.8619583
46.85101381,119.9349266,138.4164569,172.4578329,94.59770881,106.3394834,172.7172783
168.1311145,162.7261954,150.4995113,183.0471454,134.104834,209.8110214,162.2151359
123.5611256,131.512555,156.5747578,176.9739278,134.915509,193.4519963,190.243045
121.0756474,101.9384939,115.187061,145.2905237,112.6694658,138.510186,203.1152577
107.653317,114.2964268,137.0210211,183.7702903,115.059051,203.7283286,207.0569763
130.5779516,136.6246866,137.9457595,185.6630959,129.2614224,162.7460076,128.7276086
149.4693929,135.2978502,145.6859415,170.1174254,134.2743868,207.7182597,140.5463269
75.18096699,97.13673536,118.980529,160.5084774,102.5426813,130.7030783,146.944737
84.56560428,99.40396465,120.0875958,147.577184,113.8700727,175.1014106,134.8764021
104.0204723,124.8425554,154.038335,179.0883131,136.8783737,168.1755349,165.3591388
106.3216851,126.1476268,159.2696041,163.5613026,135.6454189,177.534331,157.1756549
163.6936698,153.4234766,170.439865,227.0351397,172.236814,203.6526395,211.8178334
93.95972871,132.829316,151.4743387,192.7704812,127.5788445,176.1222061,154.8441701
140.8680041,150.903579,167.0054672,220.2361781,148.3524114,213.7835418,181.3427751
94.82887544,93.30297996,113.8724657,133.4469268,104.8020271,166.8088834,153.5927665
71.62420254,93.94626874,120.5803334,172.7866477,106.4430361,113.32458,134.3078269
50.13388955,113.1492201,132.4374608,168.7839217,83.77914771,95.47383499,163.5526299
120.144241,128.5700559,144.2282406,190.3744267,124.4432684,165.6146878,118.8146102
44.8204147,94.39686528,118.9614154,157.2445862,75.69715633,90.96376106,123.6010606
74.70099094,129.983719,145.4120847,182.1071268,104.6523572,157.69039,213.0722801
156.9468468,148.4716758,170.212623,233.7809141,150.0784459,199.9861007,213.6869975
121.9119363,118.3608071,129.7970964,174.4734216,110.1265582,148.3382672,150.5764442
46.1113132,68.03854183,90.61586369,120.168877,85.6289837,76.84424319,125.2457458
87.50322275,107.8320088,116.5210556,170.713251,108.4532746,146.0563487,160.3208834
81.75616348,118.4209532,132.1916811,183.5423791,109.720845,152.7752462,149.8671525
111.0719768,103.6921682,117.3466861,142.6497725,113.6304694,149.949533,105.2441648
90.11608672,89.37741953,102.2608022,123.8169258,99.35950934,114.7153325,152.0957449
86.01669107,96.31940093,120.9066803,191.7777249,89.55105244,147.1696824,181.9676609
61.46519179,69.00447894,89.89326196,134.2021714,76.6968214,96.83080098,196.1474614
76.80121477,114.6750367,126.4147195,187.5625159,98.28232056,130.1287227,201.306704
150.9312847,152.9274609,153.0353545,205.5387032,133.9897611,202.706424,178.8747816
108.9266521,115.2504917,133.4809435,167.7288597,123.011797,155.4785331,115.0381761
140.2345386,132.586704,136.9622329,159.5248923,127.3762888,171.2345062,166.7197635
97.35911974,101.9361653,120.9299004,162.0537504,103.448063,138.9483322,106.4103136
119.7219004,106.5452166,123.0167191,132.660932,120.2634398,169.9804481,136.5106426
84.38651895,87.75912185,106.6245094,136.2731839,97.88632196,115.6147385,232.5885751
138.1148731,146.2450618,158.1212194,207.7154576,124.2940059,216.1990834,207.872427
36.65695325,95.26396978,103.8137715,127.3979983,70.29231894,126.3926606,211.6143767
90.23061121,81.12921707,102.7678479,141.6091766,94.04867517,133.1183924,139.2280816
107.0713321,148.885457,177.1886107,233.6677921,131.7874035,187.5210121,264.5138384
134.8011292,124.0427846,135.7397261,181.9262567,137.1262979,160.6553348,356.0232344
136.0318655,147.1549706,133.6392188,175.8560977,122.8709274,175.1092345,161.6951591
127.6280502,124.367165,128.0129557,157.4586328,121.609032,176.4970679,192.0355793
102.3659967,99.77713999,122.5153333,158.0778425,107.7634775,143.3560843,102.0177042
136.1817871,131.7359763,141.8871116,160.1656105,123.5974481,186.8194015,223.2934714
120.2687845,128.4821095,137.5229488,163.6227005,121.1883318,154.8327961,195.6082429
164.9034703,167.9195435,168.7727854,195.1014297,154.0999167,218.1553425,184.7798664
119.1709865,130.041148,146.4506045,169.648519,136.1347517,186.3070909,148.4905135
81.20508165,107.7208504,141.4960688,204.0129676,102.3914476,139.0960474,194.9578933
137.5490909,137.5330706,130.8225349,160.4448184,118.5029433,154.3536298,139.2065014
144.8841766,152.7845457,183.2022703,223.8471806,170.9962808,212.3899516,213.9012297
57.98890791,87.74383783,107.7586422,130.1676477,117.3206554,137.0856096,232.0235751
91.39762962,107.113839,130.2412525,199.2203004,109.4264986,210.7458319,199.3121409
106.3803382,121.7220944,140.9229365,188.6516973,127.9999992,183.8424156,154.9572504
169.8406036,148.1059489,157.6994269,199.1188893,130.1073564,170.0295277,310.2926466
69.64621678,100.7579424,126.4038361,174.0180096,88.71505741,151.7253851,220.4752777
156.0398936,142.5818042,152.8917324,163.7144253,133.5505318,184.0767471,189.0528457
161.9714886,151.4637628,160.3273212,222.5360145,139.52173,198.290628,153.8313123
96.66833588,130.2419294,143.2464993,183.4121886,131.433972,181.6825438,168.5754376
128.9541596,136.6816885,142.2761172,168.1086148,133.3869556,184.8379687,138.7104731
139.1638075,148.9930535,157.3264155,200.8137196,144.864834,197.1893688,149.7881921
109.4050537,121.5486262,136.6353873,186.8787181,116.8779969,173.1669836,152.4448908
103.9279673,116.6451777,139.1208547,185.8484286,123.0468277,167.4134756,141.6292064
63.48140313,105.8109013,128.9549024,178.1344908,109.1273391,134.009423,179.3349406
112.4859312,117.2590727,141.2753035,159.2878321,127.5916526,162.7520682,105.3911426
92.46860239,111.216298,142.3454535,203.203246,110.7180472,142.4191417,230.8883576
72.63675957,77.33249335,99.12983934,143.8420085,93.13249821,100.520404,100.8710114
146.0412953,141.6276725,168.3508741,173.2204128,145.5702829,195.9117965,258.8396592
190.4155767,190.5812023,192.4373757,242.1408138,168.4854202,254.2411532,245.5398891
150.8782099,147.0608337,170.2119012,182.6796629,153.8215372,219.7651108,203.3109722
70.39852077,85.17766287,123.6175997,169.5851362,93.78744242,153.0931679,157.0897701
76.53090245,91.78438503,106.7996663,152.7301812,111.4444849,150.8583166,128.3480837
81.07483712,111.7573601,133.8227776,186.1042796,103.3882431,150.6522785,183.1598501
55.2595506,90.90532157,121.6510014,154.9010435,103.4359607,103.9813584,154.9827242
104.5318017,114.7005096,133.5541696,178.0443283,124.9656311,167.0995482,139.4381071
106.872926,104.1778176,130.3221954,173.1286498,109.0982536,154.5835643,140.6061642
151.6576797,158.1673131,154.9087126,183.4041019,144.8284146,212.473602,165.2723003
117.259301,119.6034813,139.8048867,179.8398551,140.7044432,227.4049971,251.7374402
81.48609015,88.54081455,122.5926822,187.8540124,87.07533006,144.3846822,143.2758376
47.13757279,114.4389922,137.396952,177.4708486,98.86387352,119.2488637,186.1270145
156.2716852,149.4042856,148.0391187,154.8939664,120.2564229,183.4006493,209.9193093
116.8082653,119.9917477,131.4752776,173.3271189,111.4882841,160.6412708,119.7505027
94.68725839,98.61164797,113.0143757,158.2923225,102.9389565,134.0200953,163.834834
165.0825521,156.0873606,167.8497266,204.7519563,137.2264095,250.4806482,212.4040976
123.1728865,126.1620455,136.1843327,155.1341234,128.6449954,182.939471,167.3669142
74.03718867,78.43340686,91.06551097,124.6936319,94.68389292,88.87188014,326.6180207
58.58546684,57.38573253,96.98467733,125.8657546,73.71862559,100.3442474,85.09189691
142.1232725,147.5639256,140.9758863,186.3539724,128.3609985,171.8119434,170.2679595
117.4894057,135.3458408,156.6275704,199.5675384,133.398641,174.7336803,159.3107297
62.4918895,79.8784863,111.3464181,148.5716632,110.7211478,126.9883248,111.742196
122.8229319,124.9185469,139.9236695,196.5901355,114.6294093,171.8741377,135.0443659
183.9617188,189.894946,178.903604,217.8495009,148.4739994,223.924076,176.3590224
121.0111546,109.9309976,106.2267881,135.1758573,109.7929013,140.8988485,140.6091155
126.4229416,109.1826554,125.1049648,165.1395331,108.202124,131.1085539,154.8562447
53.09895531,70.17115193,96.59355528,141.6440107,90.18554699,178.0375011,215.795806
124.0897777,136.3737792,140.8698116,190.4679531,128.8999181,177.0110379,144.702169
81.02699224,114.9094276,141.9006549,199.8303288,115.6387721,297.9501016,292.0700509
137.3429808,138.6067929,157.4503176,210.5832495,122.1839179,197.1983238,286.7515964
129.4898888,134.7013377,152.9484215,215.1689643,124.9834371,197.7344109,172.8715837
82.88812859,86.06399335,106.77287,135.6359671,95.90780063,113.1336924,96.60372283
130.0645486,121.7630946,151.9440603,147.6117818,117.3818921,186.8221386,207.262553
103.9333622,105.68664,124.9875325,158.7151846,113.1177016,161.325727,122.374958
107.8332792,117.9018161,138.8703157,171.2021736,115.88419,157.555733,103.9627611
119.100862,119.2032537,123.5459395,164.9427498,118.9194062,156.9568008,121.3624793
86.14249013,93.01866222,113.3264992,158.8787901,93.44176127,121.8702206,184.6276406
107.7795131,137.2881038,170.1332878,218.9067464,130.1498906,186.235206,218.1364039
75.02675086,62.51608789,108.2971222,128.7736828,103.3216817,198.1382918,152.4324753
141.9202742,145.960915,162.3339099,211.4346973,143.1350438,194.3725607,141.2526424
156.5191312,145.158969,154.180022,188.5802236,129.0839415,195.4524311,139.0368147
102.3956138,112.5361949,147.8315354,171.6279132,115.5530627,168.5720411,180.9243745
96.40774899,116.1078923,133.2199893,201.1883542,107.5951958,156.5110708,128.8267845
107.6144487,119.9218797,138.9083392,191.9182907,102.6447558,158.5196016,114.0628582
128.6113858,121.843402,141.8086173,159.3500621,133.5443753,210.2143818,251.7906978
144.1911354,140.9078469,164.4416328,200.0814644,157.9288043,197.2258278,206.6651025
67.23264354,128.1513852,141.2762566,154.4181984,124.2264883,130.4949053,204.6709425
148.5548203,149.9715481,146.9018432,182.9253621,128.9418287,196.2387388,166.6496846
104.6597393,115.4090497,137.7113112,194.1496391,121.2168305,162.9110147,128.337407
56.49069738,121.9311135,137.1067148,159.4674349,105.8265143,101.9500301,220.2965837
124.9521505,128.4962682,139.1186643,190.3354972,121.2204194,162.1740633,143.050646
142.4131423,156.390048,163.4566101,195.014402,154.163926,214.4035465,193.0159966
111.3079308,115.9911532,127.4753826,177.9313388,110.956592,200.6065071,159.3097983
122.5734627,128.1329633,149.939163,193.4442094,118.8016217,170.1902517,163.0779929
40.64177593,96.92955093,124.3651958,161.9512976,75.83566755,90.78954848,167.0034672
83.6957654,107.8195746,118.3520072,153.0766139,118.3644969,173.8717793,144.8682452
47.55740311,79.21605264,117.5001337,174.8867028,72.49865466,96.38070542,132.3364129
141.908184,136.6791679,151.7595325,200.5419079,138.9768825,193.5715113,171.7723873
113.74267,113.2418034,117.3002381,110.626077,128.9073085,142.5786644,279.3851179
126.3409955,126.6804103,149.6333493,164.6610295,149.9175286,204.0288408,115.5160776
144.5241373,132.882098,145.4158632,177.0037688,135.309496,172.2073084,189.2112096
142.3757836,144.4934276,154.579676,187.6362642,132.197648,186.9837048,166.839198
87.95566451,82.04475279,113.7829116,117.8822404,112.8684572,199.0187519,93.68958035
142.256811,134.724117,155.5756964,160.0325754,141.4424694,178.6488581,247.0410017
114.2744896,106.7558694,93.95913865,139.9878054,115.0968095,128.9257814,322.0762947
95.80665003,88.28342546,94.65662927,120.3801583,108.3648886,105.2279008,238.5611744
79.55496287,81.76650687,104.2643371,154.445851,95.98241324,139.7750512,99.4381231
77.47997135,85.95934857,120.4060335,157.8473527,106.5457188,156.5684611,140.5919056
146.7849844,143.7353539,165.696252,206.5442441,160.3250633,193.964731,301.4839316
145.5868468,161.2189283,138.4752455,168.5836084,134.6177962,197.7283518,191.2547549
114.4289247,134.6997293,159.7587503,209.958789,130.8771377,182.183228,217.2079342
137.0373274,146.2300296,174.3909191,226.4395871,159.8113751,196.1256953,275.4209771
81.74969329,97.86389511,110.0738703,143.4722651,111.965572,121.6026608,191.4304516
83.86832148,102.8042109,62.77141289,83.78006339,83.51645152,93.51296604,380.2176639
97.1274743,113.3990216,132.579217,176.3930368,124.226586,154.5949091,150.9767071
94.61102154,109.4285817,116.7143778,156.8128613,113.8095837,126.8040523,401.0781895
116.7105854,125.9138447,137.9718781,174.2468357,127.0433282,156.6222967,147.9007756
98.2425231,100.2068282,113.1334661,151.1465598,104.3096871,128.7320379,96.6139157
164.1290954,159.6758084,162.1269589,195.0682453,144.5710762,219.634675,224.8202834
156.8241657,148.7391636,157.4246791,186.2120607,133.7996285,199.5001137,157.63957
116.0444371,109.3023123,117.2898456,172.0574155,102.6620115,127.5032506,104.1470272
31.59847041,90.98662474,117.9777417,152.1004669,65.93912382,75.84617328,117.9827737
190.747255,181.0160772,194.5827372,190.3277668,171.5059413,240.9414454,273.1992058
100.4236289,113.017985,128.8251554,167.5277444,115.116188,175.2117052,149.2511294
117.3481566,122.7084734,146.9421059,154.1183826,133.8804889,193.2595378,146.2536692
61.75888367,126.6463456,151.5172867,172.7030203,97.91321666,117.8862782,250.4325455
105.9237592,110.8598105,117.9581418,157.9083183,117.3865605,156.7613182,114.4265895
72.43080416,102.1940203,113.3818763,153.0501641,99.15307642,256.4136467,265.3432806
167.2843986,162.2540329,168.5403207,200.1839938,148.7379654,225.5758903,177.8955805
127.3031022,123.5496852,135.4873896,174.6747892,129.7733548,172.1307727,184.2517299
43.98421837,122.1542029,142.1775885,186.0925995,84.22747799,106.8633456,159.0473536
117.5577328,119.58727,129.9988993,164.093064,111.5136901,148.881664,155.7141598
96.48648427,91.46920068,65.92787845,92.52564597,92.91230955,105.6283861,326.0812957
87.81960161,111.1752646,138.7139661,159.4719158,124.8924737,158.6820911,166.6250639
77.39756908,81.6254102,115.8475916,159.0688827,85.31773121,128.3328395,139.7972202
113.8104796,109.1383367,116.7865077,132.4163733,120.3664328,125.4473957,165.9228695
161.274204,159.0509931,156.4068418,193.1539832,151.4111064,225.4894435,188.8573015
112.4333706,113.8077486,124.3062567,192.7813261,100.5874555,147.787571,153.7444921
98.10748307,122.484029,154.1664836,191.7324168,137.0297204,164.5363323,205.2225129
109.3321019,107.7800681,99.81022982,124.0682151,108.4784825,129.1237597,386.0872178
151.9431576,138.0761384,131.5110374,167.1061436,114.2212052,162.2543082,228.1964523
199.2111559,186.6686088,190.9627995,217.7766719,168.3716882,242.3468644,200.239799
147.0867588,142.7085367,160.6076296,162.7146468,150.7329696,224.943015,224.2415379
92.43293752,93.4171342,64.93075496,94.27710454,103.2054856,107.0433992,308.3961135
108.2289307,119.2637468,131.4185199,143.1945362,131.929906,178.7046199,139.0450239
120.2443799,132.0515556,144.4517459,166.283384,136.4606484,187.6737318,146.3461362
140.9669359,160.9851053,166.3169006,231.6122857,126.4890095,205.1524753,190.7686017
71.54831486,104.0204096,143.5961189,190.2564919,105.0571524,137.4049671,167.3182117
137.785927,144.5004559,153.3204734,221.2674358,123.0177086,186.1257698,157.7137215
100.1783791,139.335583,166.478982,183.7182191,139.6815889,174.4977348,190.1418583
125.0441813,130.8200549,140.0365567,189.6874263,114.7811862,142.6223417,260.4026639
93.32451097,111.2788843,66.15024376,77.16082223,89.58621368,108.7158774,412.726485
145.9797633,140.0466218,163.3094614,189.2147409,149.2169955,198.3496565,199.0447641
53.70642799,106.430757,96.40828307,129.4669361,93.74243362,70.965351,425.3360702
87.82794415,112.8917034,137.2843796,162.7643015,114.8415417,130.8475268,230.5645663
123.6310421,118.9566145,121.5285017,148.5821099,128.6924281,145.2713158,278.1981378
72.27978311,106.8811908,146.842447,181.0305901,104.9962641,151.1923541,142.7814908
68.49287271,130.0573751,128.1698494,181.51081,95.9671664,124.4201401,218.5085001
137.4155305,130.3142975,140.4130837,163.1844099,124.3442385,181.8963086,129.0321673
117.1965573,124.9215224,144.0521849,177.8305391,143.3133677,154.7048685,283.8318496
98.36121543,90.50715486,75.78390361,99.80934435,109.6967756,107.4079053,349.6044392
178.7439571,185.1899596,180.7726303,227.5910587,158.2317043,246.1561993,212.4821483
161.171403,167.1143612,176.202454,232.1876328,158.2060665,226.0010712,160.0473206
128.5040855,147.1190411,148.0040734,188.4766705,130.3632748,173.5834324,210.233023
64.43528883,82.55140833,115.2240005,167.0159779,88.57060819,117.8433385,125.263986
136.9256539,135.692215,127.6686665,162.1409694,147.5626302,176.8866949,397.5255177
122.8089936,138.1044394,150.2100132,185.7720006,133.5047439,196.5503273,125.6473023
157.300413,164.3951013,171.9342482,213.9857263,162.7594583,227.1931447,178.2211902
184.23129,175.9964654,175.1285813,203.1934435,152.0645427,224.2176014,193.3887272
78.39176357,99.73144027,137.0558506,178.6930778,106.7246198,147.571803,158.7742491
121.2091412,123.4566886,139.3362673,175.3231472,139.6833828,196.3890485,157.9071758
42.02314852,110.6711131,136.788641,174.8412445,95.23457042,85.29727016,158.2616573
113.5621551,117.596253,117.7718259,151.3635923,112.2055581,173.6354075,175.5875977
106.971507,114.2027043,137.7927389,131.288315,139.3153226,195.7996959,192.1502431
154.2322903,152.9458818,175.6539337,196.9049933,162.6947949,213.0849354,269.9035275
69.24268478,92.70050487,100.2309402,114.9754043,111.8454952,172.0978319,169.9670346
176.4143155,169.8824561,172.6093094,206.1482621,154.4127641,228.1606496,175.7639465
136.684865,143.1522127,144.5502692,174.2069141,134.4756782,205.9468414,187.2020525
119.8505386,110.2900439,121.9217493,136.3995126,127.43922,185.0058602,136.9659315
105.4695616,116.5015578,135.0414265,173.8845492,119.1167537,138.4890359,143.2035813
167.7129286,157.288793,157.3200129,159.6018444,128.4597457,213.9170038,267.521031
94.66067986,79.29000774,108.8094971,118.987314,109.4330076,222.4973774,102.9761543
120.7863744,131.5090986,138.8754847,184.5650503,129.9298877,192.1792833,171.91461
75.29067399,162.5646082,177.8456165,216.2119843,117.6860481,146.0332058,242.7970222
65.03207259,104.3372245,123.5151746,135.1363846,97.59441213,173.954538,228.8732204
90.22674453,92.87853836,111.6246338,157.5261848,105.0882674,149.9730278,131.9232196
118.8111373,128.901403,140.0951016,177.9529363,123.2833805,172.096671,189.3900144
75.30355798,91.41380832,125.9684679,123.8432272,108.7704398,107.1998346,249.0624721
121.8555577,125.2827914,131.9779661,157.921386,124.2351604,177.2160335,129.1727036
131.1642388,141.7419633,150.3140504,187.9369412,127.9179184,183.7212032,152.8226052
131.5234979,115.7680169,126.7921837,174.5018805,115.6959774,157.6094443,256.2089498
80.1009539,98.79300645,102.5750298,128.7057621,96.34650228,115.8493466,277.6415852
171.3224201,164.5972239,187.4004444,212.395153,179.0507945,239.0221984,205.4038264
137.1074198,142.2244407,132.9646214,171.337486,125.6590006,154.9452054,164.7774189
102.0235669,118.6463148,146.9314586,175.2351832,125.1398339,183.5934625,198.3403945
100.678325,141.7592472,174.5650955,218.3915655,127.821572,177.6414517,190.5691935
58.9012197,70.29408181,110.1989976,148.8394518,96.24321414,117.2085763,140.9140359
63.5703326,87.13725994,121.867859,169.8663197,98.24664578,146.8273051,199.3373391
112.5432332,107.4439518,125.3541715,151.3333501,115.4160854,167.9857238,144.7099948
95.6747858,155.6011782,171.5733925,201.353244,141.3425372,198.2764622,185.7431262
76.96408366,124.0897019,137.9961096,206.0538314,96.21571386,155.8151493,221.8722868
78.58917652,108.3873528,132.2997127,163.4013626,113.3806686,154.8631167,179.7851817
136.4409195,140.1153799,145.4979207,175.228521,124.8009209,185.982802,154.0238513
